dateVector,songs,headlines
"
Jun
12
2014

",The Lucky One," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Mean," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",22," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",You Belong With Me," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Long Live," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Sparks Fly," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",I Knew You Were Trouble," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",All Too Well," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",Love Story," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
12
2014

",We Are Never Ever Getting Back Together," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
11
2014

",State Of Grace," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Holy Ground," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Red," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",The Lucky One," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Mean," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",22," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",You Belong With Me," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Enchanted," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Sparks Fly," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",I Knew You Were Trouble," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",All Too Well," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",Love Story," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
11
2014

",We Are Never Ever Getting Back Together," Stadium Putra Bukit Jalil, Kuala Lumpur, Malaysia"
"
Jun
9
2014

",State Of Grace," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Holy Ground," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Red," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",The Lucky One," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Mean," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",22," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",You Belong With Me," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Teardrops On My Guitar," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Sparks Fly," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",I Knew You Were Trouble," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",All Too Well," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",Love Story," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
9
2014

",We Are Never Ever Getting Back Together," Singapore Indoor Stadium, Singapore, Singapore"
"
Jun
6
2014

",State Of Grace," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Holy Ground," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Red," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",The Lucky One," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Mean," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",22," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Fearless," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",You Belong With Me," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Sparks Fly," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",I Knew You Were Trouble," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",All Too Well," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",Love Story," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
6
2014

",We Are Never Ever Getting Back Together," Mall of Asia Arena, Pasay City, Philippines"
"
Jun
4
2014

",State Of Grace," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Holy Ground," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Red," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",The Lucky One," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Mean," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",22," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Fifteen," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",You Belong With Me," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Sparks Fly," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",I Knew You Were Trouble," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",All Too Well," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",Love Story," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
4
2014

",We Are Never Ever Getting Back Together," Mata Elang International Stadium - Ancol, Jakarta, Indonesia"
"
Jun
1
2014

",State Of Grace," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Holy Ground," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Red," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",The Lucky One," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Mean," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",22," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Mine," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",You Belong With Me," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Sparks Fly," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",I Knew You Were Trouble," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",All Too Well," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",Love Story," Saitama Super Arena, Saitama, Japan"
"
Jun
1
2014

",We Are Never Ever Getting Back Together," Saitama Super Arena, Saitama, Japan"
"
May
30
2014

",State Of Grace," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Holy Ground," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Red," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",The Lucky One," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Mean," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",22," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",You Belong With Me," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Fearless," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Sparks Fly," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",I Knew You Were Trouble," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",All Too Well," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",Love Story," Mercedes-Benz Arena, Shanghai, China"
"
May
30
2014

",We Are Never Ever Getting Back Together," Mercedes-Benz Arena, Shanghai, China"
"
May
14
2014

",We Are Never Ever Getting Back Together," Country Music Hall of Fame and Museum, Nashville, TN, USA"
"
Mar
31
2014

",We Are Never Ever Getting Back Together," Hasbro Children's Hospital, Providence, RI, USA"
"
Mar
23
2014

",Teardrops On My Guitar," Memorial Sloan-Kettering Cancer Center, New York, NY, USA"
"
Feb
11
2014

",State Of Grace," The O2 Arena, London, England"
"
Feb
11
2014

",Holy Ground," The O2 Arena, London, England"
"
Feb
11
2014

",Red," The O2 Arena, London, England"
"
Feb
11
2014

",You Belong With Me," The O2 Arena, London, England"
"
Feb
11
2014

",The Lucky One," The O2 Arena, London, England"
"
Feb
11
2014

",Mean," The O2 Arena, London, England"
"
Feb
11
2014

",22," The O2 Arena, London, England"
"
Feb
11
2014

",Long Live," The O2 Arena, London, England"
"
Feb
11
2014

",Sparks Fly," The O2 Arena, London, England"
"
Feb
11
2014

",Burn," The O2 Arena, London, England"
"
Feb
11
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Feb
11
2014

",All Too Well," The O2 Arena, London, England"
"
Feb
11
2014

",Love Story," The O2 Arena, London, England"
"
Feb
11
2014

",Treacherous," The O2 Arena, London, England"
"
Feb
11
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Feb
10
2014

",State Of Grace," The O2 Arena, London, England"
"
Feb
10
2014

",Holy Ground," The O2 Arena, London, England"
"
Feb
10
2014

",Red," The O2 Arena, London, England"
"
Feb
10
2014

",You Belong With Me," The O2 Arena, London, England"
"
Feb
10
2014

",The Lucky One," The O2 Arena, London, England"
"
Feb
10
2014

",Mean," The O2 Arena, London, England"
"
Feb
10
2014

",22," The O2 Arena, London, England"
"
Feb
10
2014

",Fearless," The O2 Arena, London, England"
"
Feb
10
2014

",Sparks Fly," The O2 Arena, London, England"
"
Feb
10
2014

",Next To Me," The O2 Arena, London, England"
"
Feb
10
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Feb
10
2014

",All Too Well," The O2 Arena, London, England"
"
Feb
10
2014

",Love Story," The O2 Arena, London, England"
"
Feb
10
2014

",Treacherous," The O2 Arena, London, England"
"
Feb
10
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Feb
7
2014

",State Of Grace," O2 World, Berlin, Germany"
"
Feb
7
2014

",Holy Ground," O2 World, Berlin, Germany"
"
Feb
7
2014

",Red," O2 World, Berlin, Germany"
"
Feb
7
2014

",The Lucky One," O2 World, Berlin, Germany"
"
Feb
7
2014

",Mean," O2 World, Berlin, Germany"
"
Feb
7
2014

",22," O2 World, Berlin, Germany"
"
Feb
7
2014

",You Belong With Me," O2 World, Berlin, Germany"
"
Feb
7
2014

",Sparks Fly," O2 World, Berlin, Germany"
"
Feb
7
2014

",I Knew You Were Trouble," O2 World, Berlin, Germany"
"
Feb
7
2014

",All Too Well," O2 World, Berlin, Germany"
"
Feb
7
2014

",Love Story," O2 World, Berlin, Germany"
"
Feb
7
2014

",I See Fire," O2 World, Berlin, Germany"
"
Feb
7
2014

",Treacherous," O2 World, Berlin, Germany"
"
Feb
7
2014

",We Are Never Ever Getting Back Together," O2 World, Berlin, Germany"
"
Feb
4
2014

",State Of Grace," The O2 Arena, London, England"
"
Feb
4
2014

",Holy Ground," The O2 Arena, London, England"
"
Feb
4
2014

",Red," The O2 Arena, London, England"
"
Feb
4
2014

",You Belong With Me," The O2 Arena, London, England"
"
Feb
4
2014

",The Lucky One," The O2 Arena, London, England"
"
Feb
4
2014

",Mean," The O2 Arena, London, England"
"
Feb
4
2014

",22," The O2 Arena, London, England"
"
Feb
4
2014

",Ours," The O2 Arena, London, England"
"
Feb
4
2014

",Sparks Fly," The O2 Arena, London, England"
"
Feb
4
2014

",Breakeven," The O2 Arena, London, England"
"
Feb
4
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Feb
4
2014

",All Too Well," The O2 Arena, London, England"
"
Feb
4
2014

",Love Story," The O2 Arena, London, England"
"
Feb
4
2014

",Treacherous," The O2 Arena, London, England"
"
Feb
4
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Feb
2
2014

",State Of Grace," The O2 Arena, London, England"
"
Feb
2
2014

",Holy Ground," The O2 Arena, London, England"
"
Feb
2
2014

",Red," The O2 Arena, London, England"
"
Feb
2
2014

",You Belong With Me," The O2 Arena, London, England"
"
Feb
2
2014

",The Lucky One," The O2 Arena, London, England"
"
Feb
2
2014

",Mean," The O2 Arena, London, England"
"
Feb
2
2014

",22," The O2 Arena, London, England"
"
Feb
2
2014

",Fifteen," The O2 Arena, London, England"
"
Feb
2
2014

",Sparks Fly," The O2 Arena, London, England"
"
Feb
2
2014

",Money On My Mind," The O2 Arena, London, England"
"
Feb
2
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Feb
2
2014

",All Too Well," The O2 Arena, London, England"
"
Feb
2
2014

",Love Story," The O2 Arena, London, England"
"
Feb
2
2014

",Treacherous," The O2 Arena, London, England"
"
Feb
2
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Feb
1
2014

",State Of Grace," The O2 Arena, London, England"
"
Feb
1
2014

",Holy Ground," The O2 Arena, London, England"
"
Feb
1
2014

",Red," The O2 Arena, London, England"
"
Feb
1
2014

",You Belong With Me," The O2 Arena, London, England"
"
Feb
1
2014

",The Lucky One," The O2 Arena, London, England"
"
Feb
1
2014

",Mean," The O2 Arena, London, England"
"
Feb
1
2014

",22," The O2 Arena, London, England"
"
Feb
1
2014

",Fearless," The O2 Arena, London, England"
"
Feb
1
2014

",Sparks Fly," The O2 Arena, London, England"
"
Feb
1
2014

",Lego House," The O2 Arena, London, England"
"
Feb
1
2014

",I Knew You Were Trouble," The O2 Arena, London, England"
"
Feb
1
2014

",All Too Well," The O2 Arena, London, England"
"
Feb
1
2014

",Love Story," The O2 Arena, London, England"
"
Feb
1
2014

",Treacherous," The O2 Arena, London, England"
"
Feb
1
2014

",We Are Never Ever Getting Back Together," The O2 Arena, London, England"
"
Jan
26
2014

",All Too Well," Staples Center, Los Angeles, CA, USA"
"
Dec
14
2013

",State Of Grace," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Holy Ground," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Red," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",The Lucky One," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Mean," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",22," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",You Belong With Me," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Begin Again," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Sparks Fly," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",I Knew You Were Trouble," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",All Too Well," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Love Story," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",Treacherous," Etihad Stadium, Melbourne, Australia"
"
Dec
14
2013

",We Are Never Ever Getting Back Together," Etihad Stadium, Melbourne, Australia"
"
Dec
11
2013

",State Of Grace," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Holy Ground," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Red," nib Stadium, Perth, Australia"
"
Dec
11
2013

",The Lucky One," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Mean," nib Stadium, Perth, Australia"
"
Dec
11
2013

",22," nib Stadium, Perth, Australia"
"
Dec
11
2013

",You Belong With Me," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Begin Again," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Sparks Fly," nib Stadium, Perth, Australia"
"
Dec
11
2013

",I Knew You Were Trouble," nib Stadium, Perth, Australia"
"
Dec
11
2013

",All Too Well," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Love Story," nib Stadium, Perth, Australia"
"
Dec
11
2013

",Treacherous," nib Stadium, Perth, Australia"
"
Dec
11
2013

",We Are Never Ever Getting Back Together," nib Stadium, Perth, Australia"
"
Dec
7
2013

",State Of Grace," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Holy Ground," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Red," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",The Lucky One," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Mean," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",22," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",You Belong With Me," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Begin Again," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Sparks Fly," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",I Knew You Were Trouble," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",All Too Well," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Love Story," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",Treacherous," Suncorp Stadium, Brisbane, Australia"
"
Dec
7
2013

",We Are Never Ever Getting Back Together," Suncorp Stadium, Brisbane, Australia"
"
Dec
4
2013

",State Of Grace," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Holy Ground," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Red," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",The Lucky One," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Mean," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",22," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",You Belong With Me," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Begin Again," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Sparks Fly," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",I Knew You Were Trouble," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",All Too Well," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Love Story," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",Treacherous," Allianz Stadium, Sydney, Australia"
"
Dec
4
2013

",We Are Never Ever Getting Back Together," Allianz Stadium, Sydney, Australia"
"
Dec
1
2013

",State Of Grace," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Holy Ground," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Red," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",The Lucky One," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Mean," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",22," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",You Belong With Me," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Begin Again," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Sparks Fly," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",I Knew You Were Trouble," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",All Too Well," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Love Story," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",Treacherous," Vector Arena, Auckland, New Zealand"
"
Dec
1
2013

",We Are Never Ever Getting Back Together," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",State Of Grace," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Holy Ground," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Red," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",The Lucky One," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Mean," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",22," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",You Belong With Me," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Begin Again," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Sparks Fly," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",I Knew You Were Trouble," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",All Too Well," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Love Story," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",Treacherous," Vector Arena, Auckland, New Zealand"
"
Nov
30
2013

",We Are Never Ever Getting Back Together," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",State Of Grace," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Holy Ground," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Red," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",The Lucky One," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Mean," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",22," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",You Belong With Me," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Begin Again," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Sparks Fly," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",I Knew You Were Trouble," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",All Too Well," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Love Story," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",Treacherous," Vector Arena, Auckland, New Zealand"
"
Nov
29
2013

",We Are Never Ever Getting Back Together," Vector Arena, Auckland, New Zealand"
"
Nov
26
2013

",I Knew You Were Trouble," Kensington Palace, London, England"
"
Nov
26
2013

",Fifteen," Kensington Palace, London, England"
"
Nov
26
2013

",Love Story," Kensington Palace, London, England"
"
Nov
21
2013

",Sweeter Than Fiction," Four Seasons Hotel, Beverly Hills, CA, USA"
"
Nov
13
2013

",I Knew You Were Trouble," 69th Regiment Armory, New York, NY, USA"
"
Nov
6
2013

",Red," Bridgestone Arena, Nashville, TN, USA"
"
Nov
4
2013

",The Last Time," Wembley Arena, London, England"
"
Nov
3
2013

",The Last Time," The X Factor, London, England"
"
Sep
21
2013

",State Of Grace," Bridgestone Arena, Nashville, TN, USA"
